id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status
97,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/microsoft-telemetry.txt,1,1599418994,1616537907,Telemetry,1619108358,940,0,2
98,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/apple-telemetry.txt,1,1599419019,1616537907,Telemetry,1619108361,242,0,2
99,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/facebook-telemetry.txt,1,1599419049,1616537907,Telemetry,1619108364,3999,0,2
101,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/Facebook.txt,1,1607461700,1616537907,"Facebook Blocking",1619108368,2099,0,2
103,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/Snapchat.txt,1,1607467638,1616537907,"Snapchat Blocking",1619108371,59,0,2
104,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/TikTok.txt,1,1607467679,1616537907,"TikTok Blocking",1619108374,25,0,2
105,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/WhatsApp.txt,1,1607467718,1616537907,"WhatsApp Blocking",1619108377,30,0,2
106,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/Regex.txt,1,1607550992,1616537907,"Social Regex",1619108380,0,0,2
107,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/adguard-instagram.txt,1,1608920451,1616537907,"Instagram Blocklist",1619108383,63,0,2
108,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/Sentry.io.txt,1,1614898522,1616537907,"Sentry.io Blocking",1619108386,25,0,2
109,https://raw.githubusercontent.com/Darktorizo/DarkPi_001/master/immortal_domains.txt,1,1615245106,1616537907,"&quot;Immortal&quot; Malware Domains",1619108389,3196,0,2
110,https://github.com/Darktorizo/DarkPi_001/blob/master/immortal_domains%201.txt,1,1615245450,1616537907,"&quot;Immortal&quot; Malware Domains",1619108393,11,0,2
